ID,Master.Protein.Accessions,LOC,pepSize,XM,geneID,gene_coords,Marker,Refseq_Description,HumanGene,signalP,Pfam,KEGG,Panther,Expal_4.5.PCA.Dim.1,Expal_4.5.PCA.Dim.2,Expal_4.5.PCA.Dim.3,Expal_4.5.PCA.Dim.4,Expal_4.5.PCA.Dim.5,Expal_4.5.PCA.Dim.6,Expal_4.5.tSNE.Dim.1,Expal_4.5.tSNE.Dim.2,Expal_4.5.umap.Dim.1,Expal_4.5.umap.Dim.2
Host,XP_028514849.1,LOC110239062,972,XM_028659048.1,110239062,NW_018385578.1:72237-82050,,E3_ubiquitin-protein_ligase_MIB2,MIB2,-,MIB_HERC2_(4-69);ZZ_(80-120);MIB_HERC2_(151-213);SH3_15_(259-325);SH3_15_(334-396);Ank_2_(446-535);Ank_5_(469-514);Ank_(475-506);Ank_4_(480-519);Ank_(507-539);Ank_4_(523-561);Ank_2_(526-602);Ank_5_(527-579);Ank_3_(540-569);Ank_(540-571);Ank_(574-605);Ank_2_(590-671);Ank_4_(613-658);Ank_(641-674);Ank_2_(652-749);Ank_3_(676-704);Ank_(677-707);Ank_4_(683-722);Ank_(709-749);zf-C3HC4_3_(847-889);zf-C3HC4_3_(925-966),K10645:MIB;_E3_ubiquitin-protein_ligase_mind-bomb_[EC:2.3.2.27],PTHR24202:SF4::E3_UBIQUITIN-PROTEIN_LIGASE_MIB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514837.1,LOC110238991,760,XM_028659036.1,110238991,NW_018385563.1:62013-78143,,DNA_ligase_3-like,DNLI3,-,zf-PARP_(37-120);DNA_ligase_A_N_(194-366);DNA_ligase_A_M_(412-559);zf-CCHH_(637-659);LIG3_BRCT_(675-746);BRCT_(676-743);BRCT_2_(678-754),K10776:LIG3;_DNA_ligase_3_[EC:6.5.1.1],PTHR45674:SF9::DNA_LIGASE_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514817.1,LOC110238922,1316,XM_028659016.1,110238922,NW_018385551.1:213698-244930,,translocation_protein_SEC63_homolog,SEC63,-,DnaJ_(106-164);Sec63_(239-488);Sec63_(635-722);F420_oxidored_(778-872);P5CR_dimer_(934-1000);Sec63_(1186-1273),"K09540:SEC63,_DNAJC23;_translocation_protein_SEC63",PTHR24075:SF0::TRANSLOCATION_PROTEIN_SEC63_HOMOLOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514786.1,LOC110238806,583,XM_028658985.1,110238806,NW_018385530.1:257751-265503,,splicing_factor_3A_subunit_1-like,SF3A1,-,Surp_(15-40);PRP21_like_P_(58-291);ubiquitin_(512-577),"K12825:SF3A1,_SAP114;_splicing_factor_3A_subunit_1",PTHR15316:SF1::SPLICING_FACTOR_3A_SUBUNIT_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514785.1,LOC110238791,308,XM_028658984.1,110238791,NW_018385530.1:232478-242012,,"nuclear_pore_glycoprotein_p62,_partial",NUP62,-,-,"K14306:NUP62,_NSP1;_nuclear_pore_complex_protein_Nup62",PTHR12084:SF0::NSP1_C_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514782.1,LOC110238801,630,XM_028658981.1,110238801,NW_018385530.1:58167-81462,,acetolactate_synthase-like_protein,HACL2,-,TPP_enzyme_N_(48-148);TPP_enzyme_M_(277-401);TPP_enzyme_C_(465-614),"K11259:ILVBL,_HACL2;_2-hydroxyacyl-CoA_lyase_[EC:4.1.2.-]",PTHR18968:SF166::2-HYDROXYACYL-COA_LYASE_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514758.1,LOC110238706,1015,XM_028658957.1,110238706,NW_018385523.1:75119-130385,,formin-A-like_isoform_X1,-,-,FH2_(567-957),K02184:FMN2;_formin_2,PTHR13037:SF11::FORMIN-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514721.1,LOC110238597,342,XM_028658920.1,110238597,NW_018385508.1:133229-141403,,-,-,-,MORN_(65-76);MORN_(78-100);MORN_(273-286);MORN_(287-309),-,PTHR43215:SF4::RADIAL_SPOKE_HEAD_1_HOMOLOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514720.1,LOC110238616,448,XM_028658919.1,110238616,NW_018385508.1:58043-94117,,sorting_and_assembly_machinery_component_50_homolog,SAM50,-,Omp85_(131-447),"K07277:SAM50,_TOB55,_bamA;_outer_membrane_protein_insertion_porin_family",PTHR12815:SF18::SORTING_AND_ASSEMBLY_MACHINERY_COMPONENT_50_HOMOLOG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514647.1,LOC114574213,885,XM_028658846.1,114574213,NW_018385444.1:1023690-1034306,,-,-,-,Cellulase_(225-485);Cellulase_(586-846),-,"PTHR31297:SF34::GLUCAN_ENDO-1,6-BETA-GLUCOSIDASE_B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514646.1,LOC110238192,256,XM_028658845.1,110238192,NW_018385444.1:1009126-1011389,,poly(U)-specific_endoribonuclease-B,-,SP(Sec/SPI),XendoU_(33-94);XendoU_(105-254),"K14648:ENDOU,_PP11;_poly(U)-specific_endoribonuclease_[EC:3.1.-.-]",PTHR12439:SF11::POLY(U)-SPECIFIC_ENDORIBONUCLEASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514550.1,LOC110237883,231,XM_028658749.1,110237883,NW_018385391.1:209920-214661,,ras-related_protein_Rab-27A_isoform_X2,RB27A,-,Arf_(13-186);Ras_(16-187);Roc_(16-142),K07885:RAB27A;_Ras-related_protein_Rab-27A,PTHR47977:SF33::RAS-RELATED_PROTEIN_RAB-27B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514531.1,LOC110237834,197,XM_028658730.1,110237834,NW_018385382.1:321716-323298,,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514491.1,LOC110237724,463,XM_028658690.1,110237724,NW_018385367.1:399658-411145,,nucleolar_protein_58,NOP58,-,NOP5NT_(2-66);Nop_(193-298);Nop_(301-339),K14565:NOP58;_nucleolar_protein_58,PTHR10894:SF1::NUCLEOLAR_PROTEIN_58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514478.1,LOC110237647,417,XM_028658677.1,110237647,NW_018385367.1:197904-200541,,cilia-_and_flagella-associated_protein_52,CFA52,-,Beta-prop_EML_(67-338);WD40_(71-99);WD40_(113-152),"K24728:CFAP52,_WDR16;_cilia-_and_flagella-associated_protein_52",PTHR13720:SF14::CILIA-_AND_FLAGELLA-ASSOCIATED_PROTEIN_52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514470.1,LOC110237714,2916,XM_028658669.1,110237714,NW_018385367.1:115872-137692,,"sushi,_von_Willebrand_factor_type_A,_EGF_and_pentraxin_domain-containing_protein_1",-,SP(Sec/SPI),VWA_(48-233);VWA_2_(49-177);Sushi_(349-410);Sushi_(415-468);HYR_(539-627);HYR_(628-709);Ephrin_rec_like_(971-1018);Ephrin_rec_like_(1025-1072);Ephrin_rec_like_(1079-1126);EGF_(1132-1161);hEGF_(1137-1158);EGF_CA_(1168-1200);EGF_(1170-1200);hEGF_(1175-1196);EGF_(1208-1238);hEGF_(1213-1234);EGF_(1246-1275);hEGF_(1251-1272);EGF_(1284-1314);hEGF_(1289-1310);EGF_(1322-1351);hEGF_(1327-1345);Pentaxin_(1376-1544);Laminin_G_3_(1376-1526);F5_F8_type_C_(1660-1791);F5_F8_type_C_2_(1695-1776);ILEI_(1841-1926);ILEI_(1999-2083);EGF_(2124-2154);hEGF_(2129-2150);Sushi_(2161-2213);EGF_CA_(2215-2252);cEGF_(2234-2257);EGF_CA_(2254-2292);cEGF_(2274-2297);Sushi_(2353-2392);Sushi_(2397-2451);Sushi_(2456-2511);Sushi_(2516-2569);Sushi_(2574-2627);Sushi_(2632-2685);CUB_(2690-2795);CUB_(2800-2906),"K24469:SVEP1;_sushi,_von_Willebrand_factor_type_A,_EGF_and_pentraxin_domain-containing_protein_1",PTHR45656::PROTEIN_CBR-CLEC-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514429.1,LOC114574914,471,XM_028658628.1,114574914,NW_018385329.1:169025-173162,,hemicentin-1-like,-,-,Ig_3_(95-167);I-set_(96-180);ig_(104-172);Ig_2_(105-172);I-set_(187-263);Ig_3_(187-254);Ig_2_(189-270);ig_(200-263);Pentaxin_(277-454);Laminin_G_3_(284-434),-,PTHR19277::PENTRAXIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514423.1,LOC110237387,2555,XM_028658622.1,110237387,NW_018385329.1:31-34769,,-,-,SP(Sec/SPI),TSP_1_(26-74);TSP_1_(79-121);TSP_1_(139-188);TSP_1_(200-249);TSP_1_(259-307);Ricin_B_lectin_(1365-1453);F5_F8_type_C_2_(1660-1756);EGF_CA_(1821-1862);EGF_CA_(1866-1903);EGF_CA_(1907-1946);FXa_inhibition_(1911-1946);Sushi_(1951-2012);Sushi_(2017-2075);HYR_(2159-2237);Ephrin_rec_like_(2339-2387);Ephrin_rec_like_(2394-2445);Ig_3_(2456-2533);I-set_(2457-2546);ig_(2459-2538);Ig_2_(2461-2546),K06825:FBN1;_fibrillin_1,PTHR44427:SF18::HEMICENTIN_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514409.1,LOC110241753,896,XM_028658608.1,110241753,NW_018384101.1:1525196-1540935,,tetratricopeptide_repeat_protein_28,-,-,TPR_12_(17-83);ANAPC5_(112-171);TPR_12_(131-204);TPR_8_(134-162);TPR_10_(173-205);TPR_8_(173-203);ANAPC5_(212-249);TPR_12_(292-360);CHAT_(608-888),-,PTHR10098::RAPSYN-RELATED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514405.1,LOC110237335,611,XM_028658604.1,110237335,NW_018385312.1:357458-362685,,DEAD-box_ATP-dependent_RNA_helicase_52A,-,-,zf-CCHC_(167-183);zf-CCHC_(190-206);zf-CCHC_3_(212-232);zf-CCHC_(215-231);zf-CCHC_3_(253-281);zf-CCHC_(256-272);ResIII_(350-525);DEAD_(352-530),"K13982:DDX4,_VASA;_probable_ATP-dependent_RNA_helicase_DDX4_[EC:3.6.4.13]",PTHR47958:SF133::DEAD-BOX_ATP-DEPENDENT_RNA_HELICASE_52A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514383.1,LOC110237244,282,XM_028658582.1,110237244,NW_018385288.1:281925-286076,,lipoma-preferred_partner_homolog,LPP,-,LIM_(78-133);LIM_(138-193);LIM_(198-261),K16676:LPP;_lipoma-prefererred_partner,PTHR24207::ZYX102_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514360.1,LOC110237186,205,XM_028658559.1,110237186,NW_018385287.1:925023-926191,,-,-,-,Endonuclease_NS_(8-128),-,"PTHR13966:SF5::NUCLEASE_EXOG,_MITOCHONDRIAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514358.1,LOC110237182,1073,XM_028658557.1,110237182,NW_018385287.1:769257-778931,,extracellular_matrix_protein_FRAS1,-,-,TSP_1_(57-105);Calx-beta_(108-216);Calx-beta_(215-328);TSP_1_(335-385);Calx-beta_(388-498);Calx-beta_(501-614);Calx-beta_(613-726);Calx-beta_(724-839);TSP_1_(845-896);TSP_1_(903-953);TSP_1_(962-1002),-,PTHR11878::SODIUM/CALCIUM_EXCHANGER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514350.1,LOC114574294,341,XM_028658549.1,114574294,NW_018385287.1:349210-361033,,protein_Wnt-7b-like,-,SP(Sec/SPI),wnt_(54-340),"K00408:WNT4;_wingless-type_MMTV_integration_site_family,_member_4",PTHR12027:SF102::PROTEIN_WNT-4-RELATED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514316.1,LOC110237086,1985,XM_028658515.1,110237086,NW_018385269.1:143908-159118,,protein_piccolo,FGD6,-,RhoGEF_(1413-1590);PH_(1623-1714);FYVE_(1751-1812);PH_(1891-1983),"K05724:FGD5_6;_FYVE,_RhoGEF_and_PH_domain_containing_5/6","PTHR12673:SF12::FYVE,_RHOGEF_AND_PH_DOMAIN-CONTAINING_PROTEIN_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514296.1,LOC110237043,508,XM_028658495.1,110237043,NW_018385258.1:270749-281707,,-,-,SP(Sec/SPI),Ig_3_(167-234);I-set_(168-246);SEA_(263-342),-,PTHR11640:SF31::IG-LIKE_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514218.1,LOC110236892,401,XM_028658417.1,110236892,NW_018385228.1:314541-322166,,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514189.1,LOC110236797,805,XM_028658388.1,110236797,NW_018385204.1:245124-248760,,protein_DD3-3,-,SP(Sec/SPI),-,-,PTHR35170:SF1::PROTEIN_DD3-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514170.1,LOC110236692,241,XM_028658369.1,110236692,NW_018385193.1:334149-338936,,von_Willebrand_factor_A_domain-containing_protein_2,-,SP(Sec/SPI),VWA_(33-200);VWA_2_(35-148),K19467:MATN;_matrilin,PTHR22588::UNCHARACTERIZED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514148.1,LOC110236574,191,XM_028658347.1,110236574,NW_018385192.1:962427-964383,,cilia-_and_flagella-associated_protein_20,CFA20,-,CFA20_dom_(1-184),K25470:CFAP20;_cilia-_and_flagella-associated_protein_20,PTHR12458:SF8::CILIA-_AND_FLAGELLA-ASSOCIATED_PROTEIN_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514133.1,LOC110236608,1009,XM_028658332.1,110236608,NW_018385192.1:559797-594575,,polyamine-modulated_factor_1-binding_protein_1,-,-,LRAT_(803-919),-,PTHR18881:SF3::SUBFAMILY_NOT_NAMED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514126.1,LOC110236623,596,XM_028658325.1,110236623,NW_018385192.1:1115268-1122387,,zinc_metalloproteinase_nas-13_isoform_X2,-,SP(Sec/SPI),Astacin_(90-275);ShK_(321-357);ShK_(415-449);ShK_(455-492);ShK_(499-538);ShK_(552-586),-,PTHR10127:SF850::ZINC_METALLOPROTEINASE_NAS-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514090.1,LOC110236386,319,XM_028658289.1,110236386,NW_018385176.1:38181-45837,,NADP-dependent_oxidoreductase_domain-containing_protein_1_isoform_X1,-,-,F420_oxidored_(84-162),-,PTHR11645:SF58::NADP-DEPENDENT_OXIDOREDUCTASE_DOMAIN-CONTAINING_PROTEIN_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514063.1,LOC110236348,301,XM_028658262.1,110236348,NW_018385166.1:199883-204528,,inactive_pancreatic_lipase-related_protein_1,-,-,Lipase_(11-161);PLAT_(179-272),-,PTHR11610::LIPASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028514013.1,LOC110236136,665,XM_028658212.1,110236136,NW_018385138.1:342478-360708,,peroxisomal_acyl-coenzyme_A_oxidase_1_isoform_X1,ACOX1,-,Acyl-CoA_ox_N_(16-131);ACOX_C_alpha1_(275-436);ACOX_(479-659),"K00232:E1.3.3.6,_ACOX1,_ACOX3;_acyl-CoA_oxidase_[EC:1.3.3.6]",PTHR10909:SF250::PEROXISOMAL_ACYL-COENZYME_A_OXIDASE_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513977.1,LOC110236094,895,XM_028658176.1,110236094,NW_018385119.1:266606-283439,,misshapen-like_kinase_1,M4K4,-,Pkinase_(22-285);PK_Tyr_Ser-Thr_(22-281);CNH_(588-864),K08840:TNIK;_TRAF2_and_NCK_interacting_kinase_[EC:2.7.11.1],"PTHR48015:SF21::MISSHAPEN,_ISOFORM_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513972.1,LOC114574292,137,XM_028658171.1,114574292,NW_018384175.1:4585-5878,,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513968.1,LOC110236059,591,XM_028658167.1,110236059,NW_018385110.1:29966-35847,,transmembrane_protease_serine_9,-,SP(Sec/SPI),Trypsin_(29-256);DUF1986_(40-153);ShK_(271-303);Trypsin_(314-541);DUF1986_(325-438);ShK_(559-591),-,PTHR24250::CHYMOTRYPSIN-RELATED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513937.1,LOC110235912,884,XM_028658136.1,110235912,NW_018385099.1:956186-961045,,metabotropic_glutamate_receptor_3,-,-,ANF_receptor_(49-429);Peripla_BP_6_(51-277);7tm_3_(540-788),-,PTHR24060:SF134::G_PROTEIN_RECEP_F3_4_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513911.1,LOC110235804,2910,XM_028658110.1,110235804,NW_018385098.1:1001089-1028698,,-,-,-,SRCR_(1-101);SRCR_(321-422);SRCR_(713-810);SRCR_(1031-1133);SRCR_(1354-1455);SRCR_(1682-1774);SRCR_(1992-2088);SRCR_(2306-2404),-,PTHR19331:SF465::SRCR_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513910.1,LOC110235798,1881,XM_028658109.1,110235798,NW_018385098.1:966915-992860,,HEAT_repeat-containing_protein_5B,HTR5B,-,Laa1_Sip1_HTR5_(1153-1313);HEAT_HEATR5A_(1387-1580),"K24814:HEATR5,_LAA1;_HEAT_repeat-containing_protein_5",PTHR21663:SF2::HEAT_REPEAT-CONTAINING_PROTEIN_5B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513888.1,LOC110235805,1269,XM_028658087.1,110235805,NW_018385098.1:1028666-1045128,,methionine_synthase,METH,-,S-methyl_trans_(33-340);Pterin_bind_(377-615);B12-binding_2_(673-749);B12-binding_(779-869);Met_synt_B12_(969-1249),"K00548:metH,_MTR;_5-methyltetrahydrofolate--homocysteine_methyltransferase_[EC:2.1.1.13]",PTHR45833:SF1::METHIONINE_SYNTHASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513883.1,LOC110235650,323,XM_028658082.1,110235650,NW_018385098.1:1688451-1691631,,-,-,SP(Sec/SPI),-,-,PTHR16146:SF42::FIBRILLAR_COLLAGEN_NC1_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513882.1,LOC110235823,325,XM_028658081.1,110235823,NW_018385098.1:1692228-1697085,,-,-,SP(Sec/SPI),-,-,PTHR16146:SF42::FIBRILLAR_COLLAGEN_NC1_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513869.1,LOC110235688,712,XM_028658068.1,110235688,NW_018385098.1:2159828-2173652,,serine/threonine-protein_kinase_MARK1_isoform_X1,MARK1,-,PK_Tyr_Ser-Thr_(3-197);Pkinase_(5-201);Kinase-like_(49-187);UBA_SIK3_(226-260);KA1_(669-712),K08798:MARK;_MAP/microtubule_affinity-regulating_kinase_[EC:2.7.11.1],PTHR24346:SF1::MAP/MICROTUBULE_AFFINITY-REGULATING_KINASE_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513867.1,LOC110235821,175,XM_028658066.1,110235821,NW_018385098.1:1678463-1682825,,neuroglobin,-,-,Globin_(48-164),-,PTHR46458:SF1::NEUROGLOBIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513862.1,LOC110235681,536,XM_028658061.1,110235681,NW_018385098.1:1668798-1675920,,serine_palmitoyltransferase_2,SPTC2,-,Aminotran_1_2_(155-514);Beta_elim_lyase_(196-387),K00654:SPT;_serine_palmitoyltransferase_[EC:2.3.1.50],PTHR13693:SF79::SERINE_PALMITOYLTRA:SFERASE_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513820.1,LOC110235523,552,XM_028658019.1,110235523,NW_018385083.1:271371-284132,,N6-adenosine-methyltransferase_subunit_METTL3,MTA70,-,MT-A70_(359-520),K05925:METTL3;_mRNA_m6A_methyltransferase_catalytic_subunit_[EC:2.1.1.348],PTHR12829:SF2::N6-ADENOSINE-METHYLTRA:SFERASE_CATALYTIC_SUBUNIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513788.1,LOC110235388,503,XM_028657987.1,110235388,NW_018385051.1:38772-55267,,solute_carrier_family_23_member_2,-,-,Xan_ur_permease_(3-376),"K14611:SLC23A1,_SVCT1;_solute_carrier_family_23_(nucleobase_transporter),_member_1",PTHR11119:SF22::SOLUTE_CARRIER_FAMILY_23_MEMBER_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513779.1,LOC114574200,423,XM_028657978.1,114574200,NW_018385051.1:36398-55267,,solute_carrier_family_23_member_2-like,-,-,Xan_ur_permease_(43-119);Xan_ur_permease_(201-354),"K14611:SLC23A1,_SVCT1;_solute_carrier_family_23_(nucleobase_transporter),_member_1",PTHR11119:SF3::LD30822P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513770.1,LOC110235335,933,XM_028657969.1,110235335,NW_018385041.1:43847-55614,,transmembrane_protease_serine_9,-,SP(Sec/SPI),MAM_(22-152);Trypsin_(230-458);DUF1986_(241-355);MAM_(497-643);Trypsin_(698-926),-,PTHR24253::TRANSMEMBRANE_PROTEASE_SERINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513731.1,LOC110235288,540,XM_028657930.1,110235288,NW_018385030.1:395928-404664,,-,-,SP(Sec/SPI),D8C_UMOD_(182-259);D8C_UMOD_(455-535),-,PTHR36191:SF4::PEPTIDASE_A2_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513726.1,LOC110235276,435,XM_028657925.1,110235276,NW_018385030.1:148864-153678,,aromatic-L-amino-acid_decarboxylase,DDC,-,Pyridoxal_deC_(35-195);Pyridoxal_deC_(198-371),"K01593:DDC,_TDC;_aromatic-L-amino-acid/L-tryptophan_decarboxylase_[EC:4.1.1.28_4.1.1.105]",PTHR11999:SF144::MIP05841P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513687.1,LOC110235122,203,XM_028657886.1,110235122,NW_018385013.1:87422-91207,,"33_kDa_inner_dynein_arm_light_chain,_axonemal",IDLC,-,Ax_dynein_light_(11-195),K10410:DNALI;_dynein_axonemal_light_intermediate_chain_1,PTHR13183:SF0::AXONEMAL_DYNEIN_LIGHT_INTERMEDIATE_POLYPEPTIDE_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513664.1,LOC110235066,255,XM_028657863.1,110235066,NW_018385003.1:182365-202868,,-,-,-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513547.1,LOC110234710,126,XM_028657746.1,110234710,NW_018384949.1:269173-272724,,-,-,SP(Sec/SPI),-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513542.1,LOC110234686,439,XM_028657741.1,110234686,NW_018384949.1:331209-340072,,"phosphatidylinositol_4,5-bisphosphate_5-phosphatase_A_isoform_X1",PI5PA,-,Exo_endo_phos_(10-295);Exo_endo_phos2_(10-300);SKICH_(328-417),K24222:INPP5J_K;_inositol_polyphosphate_5-phosphatase_INPP5J/K_[EC:3.1.3.56],PTHR11200:SF275::PHOSPHOINOSITIDE_5-PHOSPHATASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513508.1,LOC110234583,250,XM_028657707.1,110234583,NW_018384930.1:10852-16544,,dnaJ_homolog_subfamily_C_member_8,DNJC8,-,DnaJ_(46-104),K09528:DNAJC8;_DnaJ_homolog_subfamily_C_member_8,PTHR15606:SF4::DNAJ_HOMOLOG_SUBFAMILY_C_MEMBER_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513487.1,LOC110234471,192,XM_028657686.1,110234471,NW_018384915.1:196734-218496,,ras-related_GTP-binding_protein_C,-,-,Arf_(35-160);Gtr1_RagA_(41-187),K16186:RRAGC_D;_Ras-related_GTP-binding_protein_C/D,PTHR11259:SF6::RAS-RELATED_GTP-BINDING_PROTEIN_C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513461.1,LOC110234421,1394,XM_028657660.1,110234421,NW_018384914.1:309174-325239,,neurogenic_locus_notch_homolog_protein_1,-,SP(Sec/SPI),EGF_(83-110);hEGF_(88-109);EGF_(120-150);hEGF_(125-146);EGF_(157-188);EGF_(234-264);hEGF_(239-260);EGF_(270-300);hEGF_(275-296);EGF_TEN_(351-539);EGF_(401-431);hEGF_(406-427);EGF_(438-466);hEGF_(443-461);EGF_(668-699);hEGF_(673-695);EGF_(713-743);EGF_2_(713-744);hEGF_(718-739);EGF_(768-798);hEGF_(773-792);EGF_(817-847);hEGF_(822-843);EGF_(854-885);EGF_(931-961);hEGF_(936-957);EGF_(967-997);hEGF_(972-993);EGF_TEN_(1048-1281);EGF_(1098-1128);hEGF_(1103-1124);EGF_(1135-1163);hEGF_(1140-1158);EGF_(1246-1277);hEGF_(1251-1273);EGF_2_(1291-1322);EGF_(1291-1321);hEGF_(1296-1317);EGF_(1346-1376);hEGF_(1351-1370),-,PTHR24044:SF417::PROTEIN_CRUMBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513450.1,LOC110234394,1168,XM_028657649.1,110234394,NW_018384914.1:841637-850811,,-,-,SP(Sec/SPI),KIAA0319_N_(24-102);KIAA0319_N_(176-248);KIAA0319_N_(281-347);KIAA0319_N_(389-459);KIAA0319_N_(788-856);KIAA0319_N_(894-963);KIAA0319_N_(1009-1080),-,PTHR46182:SF2::MANSC_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513431.1,LOC114574596,522,XM_028657630.1,114574596,NW_018384896.1:387619-392981,,-,-,-,Collagen_(138-187);Ig_3_(192-261);Ig_2_(195-274);I-set_(197-276);ig_(200-271);Ig_3_(280-353);I-set_(281-365);Ig_2_(287-364);ig_(291-360);F5_F8_type_C_(388-516);F5_F8_type_C_2_(417-501),-,PTHR24543:SF268::F5/8_TYPE_C_DOMAIN-CONTAINING_PROTEIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513414.1,LOC110234186,1452,XM_028657613.1,110234186,NW_018384887.1:345791-353208,,centrosomal_protein_of_295_kDa,CE295,-,-,K26251:CEP295;_centrosomal_protein_CEP295,PTHR21553:SF34::ALMS_MOTIF_DOMAIN-CONTAINING_PROTEIN-RELATED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Host,XP_028513406.1,LOC110234145,475,XM_028657605.1,110234145,NW_018384881.1:203398-208315,,-,-,-,-,-,PTHR31912::IP13529P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
